x	y
513.6	910.5
510.1	911.8
510.1	912.8
510.1	914.7
510.1	914.9
509.9	915.9
509.4	915.9
509.5	915.9
509.2	915.9
509.1	915.9
509.1	915.8
509.1	915.8
509.2	915.9
509.1	915.9
509.1	915.9
509.1	915.9
509.1	915.9
509.1	915.9
509.1	915.9
509.1	915.9
509.1	915.9
509.1	915.9
509.3	915.9
509.1	915.9
509.1	915.8
509.1	915.8
509.1	915.9
509.1	915.8
509.1	915.8
509.1	915.8
509.1	915.7
509.1	915.9
509.1	915.6
509.1	915.6
509.1	915.8
509.1	915.6
509.1	915.5
509.1	915.4
509.1	914.9
510.0	912.9
512.6	869.7
511.1	870.7
510.1	870.8
510.1	870.9
510.1	870.9
510.1	870.8
510.1	871.1
510.1	871.1
510.1	871.0
510.1	871.2
510.1	870.9
510.1	870.9
510.1	871.1
510.1	870.9
510.1	871.1
509.9	871.5
510.1	871.7
510.0	871.8
510.0	871.8
510.0	871.8
510.0	871.9
509.7	871.9
509.4	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.8
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.8
509.2	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.1	871.9
509.9	871.9
510.1	871.9
510.1	821.7
509.2	822.3
509.1	822.7
509.1	822.7
509.0	822.7
508.2	822.8
508.1	822.7
508.1	822.8
507.9	822.8
508.1	822.9
508.1	822.9
508.1	822.9
508.1	822.9
508.1	822.9
508.1	822.9
508.1	822.9
508.1	822.9
508.0	822.9
508.1	822.9
508.1	822.8
508.0	822.8
508.1	822.9
508.1	822.9
508.0	822.9
508.1	822.9
508.1	822.9
508.1	822.9
508.1	822.9
508.0	822.9
508.0	822.8
508.0	822.7
508.1	822.6
508.0	822.4
508.0	821.9
508.0	821.9
508.1	821.9
508.2	821.9
508.1	821.9
508.0	821.9
508.0	821.9
508.0	821.9
508.1	821.9
508.0	821.9
508.0	821.9
508.1	821.9
508.1	821.9
508.0	821.9
508.0	821.9
508.1	821.9
508.0	821.9
508.1	821.9
508.1	821.9
508.0	821.9
508.1	821.9
508.1	821.9
508.0	821.9
508.1	821.9
508.1	821.9
508.0	821.9
508.0	821.9
508.1	821.9
508.1	821.9
508.1	821.9
508.1	821.9
508.1	821.9
509.1	820.9
510.1	770.7
509.1	770.8
509.1	771.1
508.3	770.9
508.1	771.1
508.1	771.3
508.1	771.5
508.1	771.5
508.1	771.3
508.1	771.3
508.1	771.0
508.0	770.9
508.0	770.9
508.1	770.9
508.1	770.9
508.0	770.9
508.1	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
507.9	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.1	770.9
508.0	770.9
508.1	770.9
508.0	770.9
508.1	771.1
508.1	771.9
508.5	702.1
511.9	719.7
509.9	719.8
509.1	719.9
509.1	719.9
509.1	719.9
509.1	719.9
509.1	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.1	720.7
510.1	668.8
510.1	668.8
510.1	668.9
510.0	668.9
510.1	668.9
510.0	668.9
509.6	668.9
509.2	668.9
509.1	668.9
509.1	668.9
509.1	668.9
509.1	668.9
509.1	668.9
509.1	668.9
509.1	668.9
509.1	668.9
509.1	668.9
509.1	668.9
509.1	668.8
509.2	668.9
509.1	668.9
509.1	668.7
509.1	668.1
509.0	667.9
509.1	667.9
509.1	667.9
509.0	667.9
509.1	667.9
509.1	667.9
509.0	667.9
509.1	667.9
509.1	667.9
509.0	667.9
509.1	667.9
509.1	667.9
509.0	667.9
509.1	667.9
509.1	667.9
509.0	667.9
509.1	667.9
509.1	667.9
509.0	667.9
509.1	667.9
509.1	667.9
509.0	667.9
509.1	667.9
509.1	667.9
509.0	667.9
509.1	667.9
509.1	667.9
509.0	667.9
509.1	667.9
509.1	667.9
509.1	667.9
509.1	667.9
509.1	667.9
509.1	667.9
509.1	667.9
509.0	667.9
509.1	667.9
509.0	667.9
508.9	667.9
509.1	667.9
509.1	667.9
509.0	667.9
509.1	667.9
509.1	668.9
509.5	617.7
508.1	617.8
507.1	617.9
507.1	617.9
507.1	617.9
507.1	617.8
507.1	617.9
507.1	617.9
507.1	617.9
507.1	617.9
507.1	617.9
507.1	617.9
507.1	617.9
507.0	617.9
507.1	617.9
507.1	617.9
507.0	617.9
507.1	617.9
507.0	617.9
507.0	617.9
507.1	617.9
507.1	617.9
507.0	617.9
507.0	617.9
507.0	617.9
506.9	617.9
507.1	617.9
507.9	617.9
508.0	617.9
508.1	617.9
508.1	617.9
509.0	617.9
509.1	617.9
509.7	617.9
510.0	617.9
510.0	617.9
510.1	617.9
510.0	617.9
510.1	617.9
510.1	617.9
510.1	617.9
510.1	617.9
510.1	617.9
510.1	617.9
510.1	617.9
510.1	617.9
510.1	617.9
510.1	617.9
510.1	617.9
510.1	617.9
510.1	617.9
510.1	617.9
510.1	617.9
510.1	617.9
510.1	617.9
510.1	617.9
510.1	617.9
510.1	617.9
510.1	618.5
508.3	566.7
507.1	566.8
507.1	566.9
507.0	566.9
507.1	566.9
507.0	566.9
507.1	566.9
507.1	566.9
507.0	566.9
507.0	566.9
507.0	566.9
507.0	566.9
506.9	566.9
507.0	566.9
506.9	566.9
506.9	566.9
506.8	566.9
506.7	566.9
506.8	566.9
506.8	566.9
506.8	566.9
507.0	566.9
507.0	566.9
507.1	566.9
506.9	566.9
506.7	566.9
506.9	566.9
506.7	566.9
506.9	566.9
507.0	566.9
506.9	566.9
507.0	566.9
507.0	566.9
507.0	566.9
507.0	566.9
507.0	566.9
507.0	566.9
507.0	566.9
507.0	566.9
507.0	566.9
507.0	566.9
507.0	566.9
507.0	566.9
507.0	566.9
507.0	566.9
507.0	566.9
507.0	566.9
507.0	566.9
507.0	566.9
507.0	566.9
507.0	566.9
507.0	566.9
507.0	566.9
507.0	566.9
507.0	566.9
507.0	566.9
507.0	566.9
508.1	518.7
507.1	518.7
506.7	518.7
506.1	518.8
506.1	518.8
506.1	518.8
506.1	518.8
506.1	518.8
506.1	518.9
506.1	518.9
506.0	518.9
506.1	518.9
505.9	518.9
505.8	518.9
505.3	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.2	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.2	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.2	518.9
505.1	518.9
505.3	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.2	518.9
505.1	518.9
505.1	518.9
505.1	518.9
505.3	518.9
505.2	518.8
505.1	518.8
505.3	518.9
505.3	518.9
505.1	518.9
505.2	518.9
505.4	518.9
505.4	518.9
505.1	518.9
505.1	518.9
505.4	518.9
505.2	518.9
505.5	518.9
505.9	518.9
506.1	517.9
509.1	464.7
508.1	464.8
508.1	464.8
507.1	464.9
507.1	464.9
507.0	464.9
506.9	464.9
507.1	464.9
507.1	464.9
507.0	464.9
507.1	464.9
507.1	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.1	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.0	464.9
507.1	412.8
506.1	412.9
506.1	412.9
506.1	412.9
506.1	412.9
506.0	412.9
506.1	412.9
506.1	412.9
506.0	412.9
506.0	412.9
506.1	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
505.9	412.9
505.9	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
506.0	412.9
505.9	412.9
506.0	412.9
506.0	412.9
505.9	412.9
506.0	413.9
508.3	363.5
507.1	362.9
507.1	362.9
506.9	362.9
507.0	362.9
506.7	362.9
506.5	362.9
506.3	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.3	362.9
506.2	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.2	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.1	362.9
506.7	363.0
508.9	311.9
508.1	311.9
508.0	311.9
508.0	311.9
508.0	311.9
508.0	311.9
508.0	311.9
508.0	311.9
507.9	311.9
507.9	311.9
508.0	311.9
507.9	311.9
507.9	311.9
508.0	311.9
507.5	311.9
507.6	311.9
507.6	311.9
507.3	311.9
507.1	311.9
507.1	311.9
507.2	311.9
507.4	311.9
507.1	311.9
507.3	311.9
507.2	311.9
507.3	311.9
507.3	311.9
507.5	311.9
507.7	311.9
507.6	311.9
507.6	311.9
507.5	311.9
507.9	311.9
507.3	311.9
507.8	311.9
507.5	311.9
507.5	311.9
507.6	311.9
507.7	311.9
507.7	311.9
507.4	311.9
507.5	311.9
507.9	311.9
507.5	311.9
507.6	311.9
507.7	311.9
507.8	311.9
507.9	311.9
507.9	311.9
507.9	311.9
507.9	311.9
508.0	311.9
508.0	311.9
507.9	311.9
508.0	311.9
508.0	311.9
508.0	311.9
508.0	311.9
507.9	311.9
507.9	311.9
507.9	311.9
508.0	311.9
508.0	311.9
508.0	311.9
508.0	311.9
508.0	311.9
508.0	311.9
507.9	311.9
508.0	311.9
507.9	311.9
507.9	311.9
507.9	311.9
507.9	311.9
508.0	312.5
512.3	261.7
508.1	260.9
508.1	260.9
507.9	260.9
507.6	260.9
507.5	260.9
507.2	260.9
507.1	260.9
507.1	260.9
507.0	260.9
507.0	260.9
507.1	260.9
507.1	260.9
507.1	260.9
507.1	260.9
507.1	260.9
507.1	260.9
507.1	260.9
507.1	260.9
507.1	260.9
507.1	260.9
507.1	260.9
507.1	260.9
507.2	260.9
507.1	260.8
507.1	260.6
507.2	260.7
507.1	260.7
507.2	260.5
507.1	260.7
507.3	260.5
507.5	260.4
507.6	260.7
507.1	260.5
507.3	260.7
507.1	260.3
507.1	260.7
507.2	260.7
507.4	260.8
507.3	260.7
507.3	260.7
507.1	260.7
507.1	260.8
507.3	260.7
507.1	260.9
507.2	260.8
507.5	260.8
507.4	260.8
507.3	260.8
507.6	260.8
507.5	260.8
507.2	260.9
507.6	260.9
507.6	260.8
507.3	260.9
507.3	260.9
507.1	260.9
507.4	260.9
507.2	260.9
507.1	260.9
507.2	260.9
507.9	260.9
518.0	211.3
508.7	210.0
508.1	209.9
508.1	209.9
508.1	209.9
508.1	209.9
508.1	209.9
508.0	209.9
508.0	209.9
508.1	209.8
508.0	209.9
508.0	209.7
508.0	209.9
508.0	209.5
508.0	209.9
508.0	209.7
508.0	209.9
508.0	209.7
508.0	209.7
508.0	209.8
508.0	209.8
507.9	209.7
508.0	209.9
508.1	209.8
508.1	209.9
508.1	209.9
508.0	209.9
508.0	209.9
508.0	209.9
508.0	209.9
508.0	209.9
508.0	209.9
507.9	209.9
507.9	209.9
508.0	209.9
507.9	209.9
507.9	209.9
508.0	209.9
508.0	209.9
507.9	209.9
508.0	209.9
507.9	209.9
508.0	209.9
508.0	209.9
507.9	209.9
507.9	209.9
507.9	209.9
507.9	209.9
507.9	209.9
508.0	209.9
507.9	209.9
507.9	209.9
508.0	209.9
508.0	209.9
507.9	209.9
508.0	209.9
507.7	209.9
508.0	209.9
507.9	209.9
507.9	209.9
507.8	209.9
507.9	209.9
507.9	209.9
507.7	209.9
507.2	160.9
507.1	160.9
507.1	160.9
507.1	160.9
507.1	160.9
507.1	160.9
507.1	160.9
507.1	160.9
507.1	160.8
507.1	160.6
507.1	160.4
507.1	160.5
507.1	160.3
507.0	160.3
507.0	160.2
507.1	160.1
507.1	159.9
507.1	160.1
507.1	160.0
507.0	159.9
507.0	159.9
507.1	159.9
507.0	159.9
507.0	159.9
507.1	159.9
507.0	159.9
507.0	159.9
507.1	159.9
507.0	159.9
507.0	159.9
507.1	159.9
507.0	159.9
507.0	159.9
507.1	159.9
507.0	159.9
507.0	159.9
507.1	159.9
507.0	159.9
507.0	159.9
507.0	159.9
507.0	159.9
507.1	159.9
507.2	159.9
507.1	159.9
507.1	159.9
507.1	159.9
507.0	159.9
507.0	159.9
507.0	159.9
507.0	159.9
506.9	159.9
506.9	159.9
507.1	159.9
507.0	159.9
507.1	159.9
507.0	159.9
507.0	159.9
507.3	159.9
507.0	159.9
507.1	159.9
507.1	159.9
507.1	159.9
507.1	159.9
507.1	159.9
507.0	159.9
507.1	159.9
507.1	166.3
506.6	116.1
505.1	115.0
504.4	114.0
504.1	113.9
504.1	112.9
504.1	112.9
504.1	112.9
504.1	112.9
504.1	112.9
504.1	112.9
504.1	112.9
504.1	112.9
504.1	112.9
504.1	112.9
504.1	112.9
504.1	112.5
504.1	112.5
504.1	112.5
504.1	112.1
504.1	112.0
504.1	112.0
504.1	112.1
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	111.9
504.1	112.0
504.2	112.4
504.1	112.9